Plot,Provenance2,Tree_number,Total_height,Merchantable_height,DBH,Age,basal_area_m2
62,Worawora,2,14,9.25,15,9,0.017671458676442587
62,Worawora,6,14.5,10.25,17,9,0.02269800692218626
62,Worawora,7,16.25,12.5,22.6,9,0.04011499659368807
62,Worawora,3,16.25,11.5,18.2,9,0.02601552876437708
62,Worawora,4,12.5,6,13.5,9,0.014313881527918496
62,Worawora,5,14.75,9.25,15.3,9,0.018385385606970867
62,Worawora,2,14.75,11,15.6,9,0.019113449704440302
62,Worawora,3,16.25,12.5,17.4,9,0.023778714795021142
62,Worawora,4,16,14.25,19.4,9,0.029559245277626354
62,Worawora,1,18,12.75,22,9,0.0380132711084365
62,Worawora,4,15.75,13,20,9,0.031415926535897934
62,Worawora,7,18.25,12.75,20.6,9,0.03332915646193412
62,Worawora,4,16.75,12.5,23.1,9,0.04190963139705124
62,Worawora,5,13,6.25,15.7,9,0.019359279329583704
62,Worawora,6,14.75,10,20.9,9,0.034306977175363934
63,Brazil Clone,5,14.25,12.5,17.8,9,0.024884555409084755
63,Brazil Clone,6,19,13.5,22.4,9,0.03940813824663036
63,Brazil Clone,7,18,13.25,20.7,9,0.03365352590341726
63,Brazil Clone,1,19.5,12,21.6,9,0.03664353671147135
63,Brazil Clone,4,19.25,14,16.9,9,0.022431756944794518
63,Brazil Clone,5,16.5,12.25,21.7,9,0.03698361411622244
63,Brazil Clone,1,14.5,10.25,17.3,9,0.023506181632322234
63,Brazil Clone,4,13.75,7.5,15.3,9,0.018385385606970867
63,Brazil Clone,1,19.5,14,25.4,9,0.05067074790974978
63,Brazil Clone,5,19.5,15,26,9,0.05309291584566751
63,Brazil Clone,6,18.75,14.25,25.1,9,0.04948086969220264
63,Brazil Clone,7,15.5,13,19.6,9,0.030171855845076378
63,Brazil Clone,2,19.25,13,23.2,9,0.04227327074670425
63,Brazil Clone,4,20.5,16,22.2,9,0.03870756308487984
63,Brazil Clone,7,22,8.75,28.2,9,0.062458003546018666
64,Kihuhwi P68,1,21.75,16,30.2,9,0.07163145409450086
64,Kihuhwi P68,3,23.5,16.5,31,9,0.07547676350249478
64,Kihuhwi P68,5,21.25,16,23.3,9,0.04263848089268407
64,Kihuhwi P68,6,23.6,16.25,30.4,9,0.07258335666853857
64,Kihuhwi P68,1,21.25,14.5,23.6,9,0.04374353610858429
64,Kihuhwi P68,2,21.5,15.25,24.8,9,0.048305128641596654
64,Kihuhwi P68,6,21,15.25,21.1,9,0.0349667116326178
64,Kihuhwi P68,3,20.75,15,21.8,9,0.03732526231730033
64,Kihuhwi P68,4,23.5,16,27.6,9,0.059828490494964026
64,Kihuhwi P68,1,19,13.25,24.5,9,0.04714352475793183
64,Kihuhwi P68,3,20,14.25,20.8,9,0.03397946614122721
64,Kihuhwi P68,4,22.5,17,21.9,9,0.03766848131470501
64,Kihuhwi P68,7,22,17.25,32,9,0.0804247719318987
64,Kihuhwi P68,3,22,16.25,20.6,9,0.03332915646193412
64,Kihuhwi P68,5,21.5,18,20.8,9,0.03397946614122721
64,Kihuhwi P68,6,20.5,14.75,27.6,9,0.059828490494964026
64,Kihuhwi P68,3,23.25,16.5,28.7,9,0.06469246132088441
64,Kihuhwi P68,5,22,16.25,16.3,9,0.020867243803306804
64,Kihuhwi P68,3,20,14,23.6,9,0.04374353610858429
64,Kihuhwi P68,5,21.25,15.5,30.5,9,0.07306166415004763
64,Kihuhwi P68,7,19.75,16,27.4,9,0.05896455251522681
65,India Dryland,1,11,4,12.4,9,0.012076282160399163
65,India Dryland,1,8.25,3,10.1,9,0.008011846664817369
65,India Dryland,2,14.25,8,15.8,9,0.019606679751053898
65,India Dryland,3,15,11,17.5,9,0.02405281875404685
65,India Dryland,5,16,8.25,21,9,0.03463605900582747
65,India Dryland,6,16.25,6,18.5,9,0.026880252142277666
65,India Dryland,4,14,10.25,18,9,0.025446900494077322
65,India Dryland,5,16,12.5,17,9,0.02269800692218626
65,India Dryland,1,17.25,13,24.6,9,0.04752915525615999
65,India Dryland,4,13,6.25,14.1,9,0.015614500886504666
65,India Dryland,5,16.75,13,26.8,9,0.056410437687858334
65,India Dryland,7,14.25,11,25.5,9,0.051070515574919075
65,India Dryland,4,13.75,11,15.1,9,0.017907863523625216
65,India Dryland,6,18,13.25,21.5,9,0.036305030103047045
65,India Dryland,2,10,5.25,12.5,9,0.01227184630308513
65,India Dryland,3,18.75,13,18.5,9,0.026880252142277666
65,India Dryland,4,16.5,12.5,22.7,9,0.04047078196170711
65,India Dryland,5,14,10,18,9,0.025446900494077322
65,India Dryland,1,17,12.5,30.6,9,0.07354154242788347
65,India Dryland,3,15.25,12.5,19.5,9,0.029864765163187975
65,India Dryland,5,14.25,11.75,15.5,9,0.018869190875623696
65,India Dryland,6,16,12.25,23.4,9,0.04300526183499067
66,Kihuhwi P68,2,20,16,32.3,9,0.08193980498909235
66,Kihuhwi P68,5,23,16.75,22.7,9,0.04047078196170711
66,Kihuhwi P68,6,22.5,17,25.2,9,0.049875924968391556
66,Kihuhwi P68,7,21.25,14,28.3,9,0.06290175350833825
66,Kihuhwi P68,3,16,11.75,17.4,9,0.023778714795021142
66,Kihuhwi P68,5,21.25,17,23.3,9,0.04263848089268407
66,Kihuhwi P68,1,17,13.25,24.9,9,0.04869547152880519
66,Kihuhwi P68,3,21,16.5,21.9,9,0.03766848131470501
66,Kihuhwi P68,4,21.5,16.25,23.4,9,0.04300526183499067
66,Kihuhwi P68,6,21.25,15.25,25.3,9,0.05027255104090726
66,Kihuhwi P68,7,20,14.75,27.6,9,0.059828490494964026
66,Kihuhwi P68,4,24.25,17,27,9,0.057255526111673984
66,Kihuhwi P68,6,20.75,14.25,29.3,9,0.06742564692950753
66,Kihuhwi P68,7,21.25,18,24.2,9,0.04599605804120816
66,Kihuhwi P68,3,12.75,6,14.2,9,0.015836768566746144
66,Kihuhwi P68,6,18,13.25,19,9,0.028352873698647883
66,Kihuhwi P68,1,23.25,17.25,31,9,0.07547676350249478
66,Kihuhwi P68,2,19.75,14,22,9,0.0380132711084365
66,Kihuhwi P68,4,19.5,12.25,22.7,9,0.04047078196170711
66,Kihuhwi P68,2,22.75,17.25,30.4,9,0.07258335666853857
66,Kihuhwi P68,3,21.75,16.25,29.5,9,0.06834927516966292
67,Nigeria P67,1,17.4,10.9,30.1,9,0.0711578590019722
67,Nigeria P67,2,18.1,10.8,19.2,9,0.028952917895483533
67,Nigeria P67,6,17.6,14.7,27.4,9,0.05896455251522681
67,Nigeria P67,1,18.3,11.3,23.3,9,0.04263848089268407
67,Nigeria P67,2,18.1,13,20.4,9,0.0326851299679482
67,Nigeria P67,3,18.6,12.7,20.1,9,0.031730871199420314
67,Nigeria P67,4,17.2,10.5,16,9,0.020106192982974676
67,Nigeria P67,5,19,11.9,29.8,9,0.06974649850234699
67,Nigeria P67,4,18,12,23.5,9,0.04337361357362408
67,Nigeria P67,7,19,10.7,26.7,9,0.055990249670440695
67,Nigeria P67,1,17.9,10,25.6,9,0.05147185403641517
67,Nigeria P67,2,16.9,8.7,17.9,9,0.02516494255341764
67,Nigeria P67,3,17.8,12.5,18.8,9,0.027759112687119412
67,Nigeria P67,1,17.8,11.5,24.5,9,0.04714352475793183
67,Nigeria P67,2,20,14.3,23.2,9,0.04227327074670425
67,Nigeria P67,4,16.7,8.6,20.1,9,0.031730871199420314
67,Nigeria P67,3,17.8,13,24.8,9,0.048305128641596654
67,Nigeria P67,5,20,14.1,25.7,9,0.05187476329423806
67,Nigeria P67,7,17.3,11.1,21.5,9,0.036305030103047045
67,Nigeria P67,1,16.9,11,20.1,9,0.031730871199420314
67,Nigeria P67,4,16.6,9.3,23.2,9,0.04227327074670425
67,Nigeria P67,5,16.7,11,22.3,9,0.03905706526759171
67,Nigeria P67,7,17,11.5,29.8,9,0.06974649850234699
68,Mtibwa P61,2,20.4,12.7,29.8,9,0.06974649850234699
68,Mtibwa P61,3,19.4,12.4,24.2,9,0.04599605804120816
68,Mtibwa P61,4,18.3,10.4,25.1,9,0.04948086969220264
68,Mtibwa P61,3,17.5,11.6,23.5,9,0.04337361357362408
68,Mtibwa P61,4,19.2,11.7,27.8,9,0.06069871166000841
68,Mtibwa P61,1,18,10.8,31.9,9,0.07992290250548774
68,Mtibwa P61,4,17.2,12.2,19.5,9,0.029864765163187975
68,Mtibwa P61,1,19,10.1,31.8,9,0.07942260387540356
68,Mtibwa P61,2,16.6,11.6,21.2,9,0.03529893505573491
68,Mtibwa P61,3,18.8,11.2,23.9,9,0.04486272849142564
68,Mtibwa P61,3,19.5,13.3,20.6,9,0.03332915646193412
68,Mtibwa P61,4,17.9,12.1,19.4,9,0.029559245277626354
68,Mtibwa P61,6,18.2,12.1,23.8,9,0.044488093567485065
68,Mtibwa P61,1,19,10.5,25.6,9,0.05147185403641517
68,Mtibwa P61,4,19.3,11.1,25.4,9,0.05067074790974978
68,Mtibwa P61,1,17,9.2,19,9,0.028352873698647883
68,Mtibwa P61,6,18.6,12.6,27.5,9,0.05939573610693204
69,India Dryland,3,17.1,10.2,20.5,9,0.03300635781677776
69,India Dryland,4,20,12.3,26.8,9,0.056410437687858334
69,India Dryland,6,18,10.5,22.9,9,0.04118706508672558
69,India Dryland,7,17.6,10.7,21.2,9,0.03529893505573491
69,India Dryland,4,18,10.5,20.1,9,0.031730871199420314
69,India Dryland,1,17.1,10.6,20.1,9,0.031730871199420314
69,India Dryland,3,16.5,9.9,20,9,0.031415926535897934
69,India Dryland,3,17,9,19.3,9,0.029255296188391556
69,India Dryland,4,19.2,11.2,30.9,9,0.07499060203935176
70,Nigeria P67,6,20,11.4,34.5,9,0.09348201639838126
70,Nigeria P67,2,18.2,10.8,20.1,9,0.031730871199420314
70,Nigeria P67,4,19.2,11.1,19.3,9,0.029255296188391556
70,Nigeria P67,2,20,12.9,23.5,9,0.04337361357362408
70,Nigeria P67,4,18.3,11.3,20.7,9,0.03365352590341726
70,Nigeria P67,5,18.5,9.8,21.2,9,0.03529893505573491
70,Nigeria P67,6,18.9,10.5,23.5,9,0.04337361357362408
70,Nigeria P67,4,18.6,11.1,20.3,9,0.03236547291544545
70,Nigeria P67,5,20.2,14.6,26.8,9,0.056410437687858334
70,Nigeria P67,5,19,11.7,25.6,9,0.05147185403641517
70,Nigeria P67,2,17,9.4,17.1,9,0.022965827695904786
70,Nigeria P67,7,19.6,12.6,25,9,0.04908738521234052
70,Nigeria P67,1,19,11.3,23.4,9,0.04300526183499067
70,Nigeria P67,2,20,12.2,25.7,9,0.05187476329423806
70,Nigeria P67,3,18.9,11.7,22.8,9,0.04082813812605295
70,Nigeria P67,6,20.4,14.4,31.5,9,0.07793113276311181
70,Nigeria P67,7,16.9,11.7,29.2,9,0.06696618900392003
71,Brazil Clone,3,19.7,11.2,24.5,9,0.04714352475793183
71,Brazil Clone,3,17.4,10.4,16.6,9,0.021642431790580088
71,Brazil Clone,4,16.6,9.2,18.5,9,0.026880252142277666
71,Brazil Clone,7,19.6,10.7,25.2,9,0.049875924968391556
71,Brazil Clone,4,18,10.8,19.6,9,0.030171855845076378
71,Brazil Clone,3,15.6,9.7,18.1,9,0.025730429231063806
71,Brazil Clone,1,16.1,9.8,12.8,9,0.012867963509103792
71,Brazil Clone,2,16.9,10.1,21.1,9,0.0349667116326178
71,Brazil Clone,6,16.4,9.6,17.5,9,0.02405281875404685
71,Brazil Clone,7,17.4,9.9,28.4,9,0.06334707426698458
71,Brazil Clone,3,18.7,10.5,27,9,0.057255526111673984
71,Brazil Clone,5,18.8,11,20.5,9,0.03300635781677776
71,Brazil Clone,6,17.8,10.5,24.2,9,0.04599605804120816
72,Worawora,5,17.6,9.2,15,9,0.017671458676442587
72,Worawora,3,17.2,9,18.4,9,0.026590440219984007
72,Worawora,4,16.5,9,18.4,9,0.026590440219984007
72,Worawora,7,11.3,5.5,10,9,0.007853981633974483
72,Worawora,4,18.3,7.9,19.3,9,0.029255296188391556
72,Worawora,6,19.3,9.1,20.5,9,0.03300635781677776
72,Worawora,7,19.2,9.9,22.4,9,0.03940813824663036
72,Worawora,2,19.3,10.9,16.6,9,0.021642431790580088
73,Goaso,1,18.8,9.6,19.6,9,0.030171855845076378
73,Goaso,2,21.5,13.2,32.3,9,0.08193980498909235
73,Goaso,7,21.3,12.2,32.2,9,0.08143322317370104
73,Goaso,1,18.3,10.5,25.3,9,0.05027255104090726
73,Goaso,2,21.5,12,23.3,9,0.04263848089268407
73,Goaso,7,18.4,12.3,17.5,9,0.02405281875404685
73,Goaso,2,19.2,10.5,20.9,9,0.034306977175363934
73,Goaso,4,20.6,10.7,26.4,9,0.05473911039614856
73,Goaso,7,19.7,12,23.6,9,0.04374353610858429
73,Goaso,1,18.8,10.7,23.9,9,0.04486272849142564
73,Goaso,7,19.3,10,29.2,9,0.06696618900392003
73,Goaso,3,17.9,11.5,15,9,0.017671458676442587
73,Goaso,2,21.9,13.2,19.7,9,0.030480517323291562
73,Goaso,5,17.4,10.2,18.7,9,0.02746458837584537
73,Goaso,7,18.1,11.4,22.4,9,0.03940813824663036
74,Brazil Clone,3,17.2,10.2,23,9,0.04154756284372502
74,Brazil Clone,4,18.8,11.8,25.4,9,0.05067074790974978
74,Brazil Clone,5,18.3,11,22,9,0.0380132711084365
74,Brazil Clone,6,18.4,10.4,24.1,9,0.0456167107282872
74,Brazil Clone,1,10,6.2,11.4,9,0.010207034531513238
74,Brazil Clone,2,19.6,10.4,25.3,9,0.05027255104090726
74,Brazil Clone,4,16.3,8.4,13.6,9,0.014526724430199206
74,Brazil Clone,5,16.7,9.3,17.6,9,0.024328493509399363
74,Brazil Clone,6,17,10.1,20.4,9,0.0326851299679482
74,Brazil Clone,3,17.8,11,19.1,9,0.028652110398902312
74,Brazil Clone,4,18.3,11.5,21.5,9,0.036305030103047045
74,Brazil Clone,4,17.4,9.4,16.5,9,0.021382464998495533
74,Brazil Clone,7,19,11.5,18.5,9,0.026880252142277666
74,Brazil Clone,1,20.4,11.3,29.5,9,0.06834927516966292
74,Brazil Clone,6,13.1,8.1,13.6,9,0.014526724430199206
74,Brazil Clone,7,19.1,11.5,26.4,9,0.05473911039614856
75,Asubima 2,7,13.75,6,9.3,8,0.006792908715224532
75,Asubima 2,1,14,9.25,15.9,8,0.01985565096885089
75,Asubima 2,7,10,6.5,13.3,8,0.013892908112337465
75,Asubima 2,3,9.75,5.5,10.8,8,0.009160884177867838
75,Asubima 2,4,13,8,11.3,8,0.010028749148422018
75,Asubima 2,6,13.25,9,13.5,8,0.014313881527918496
75,Asubima 2,7,16.5,12.25,17.3,8,0.023506181632322234
75,Asubima 2,5,16.75,11.25,16.3,8,0.020867243803306804
75,Asubima 2,7,16,11.75,16.8,8,0.022167077763729583
75,Asubima 2,4,15.5,10,15.4,8,0.018626502843133885
75,Asubima 2,5,16,11.25,14.2,8,0.015836768566746144
75,Asubima 2,7,18,12.5,19.5,8,0.029864765163187975
76,Miro 1,1,14.75,10,14.7,8,0.016971668912855457
76,Miro 1,4,15.25,12,17.4,8,0.023778714795021142
76,Miro 1,5,14,7.75,12.7,8,0.012667686977437444
76,Miro 1,6,14.75,12,17.3,8,0.023506181632322234
76,Miro 1,7,14,9.75,15.8,8,0.019606679751053898
76,Miro 1,1,15,2.5,23.7,8,0.04411502943987127
76,Miro 1,4,14.5,10.25,14.3,8,0.016060607043314423
76,Miro 1,6,13.25,8.75,15.8,8,0.019606679751053898
76,Miro 1,3,15,4.25,18.2,8,0.02601552876437708
76,Miro 1,4,16,12.5,19.5,8,0.029864765163187975
76,Miro 1,5,18.25,13,19,8,0.028352873698647883
76,Miro 1,7,14.5,11,18.5,8,0.026880252142277666
76,Miro 1,4,20,16.75,22.5,8,0.03976078202199582
76,Miro 1,7,18.75,12,22,8,0.0380132711084365
76,Miro 1,1,12.25,7.75,18.5,8,0.026880252142277666
76,Miro 1,4,13.75,10.25,17.5,8,0.02405281875404685
76,Miro 1,4,16.75,13.25,21.5,8,0.036305030103047045
76,Miro 1,7,18.25,13,20.7,8,0.03365352590341726
77,Latene,1,16,8.25,20,8,0.031415926535897934
77,Latene,3,17,8.75,18,8,0.025446900494077322
77,Latene,6,19,14.25,26,8,0.05309291584566751
77,Latene,1,19.25,14.25,20.5,8,0.03300635781677776
77,Latene,3,18.75,14.25,22.2,8,0.03870756308487984
77,Latene,6,19.5,15,22.3,8,0.03905706526759171
77,Latene,1,14,10.25,16,8,0.020106192982974676
77,Latene,3,17.75,14,20.6,8,0.03332915646193412
77,Latene,6,19,15.5,26.5,8,0.05515458602458581
77,Latene,7,16,13.75,17.8,8,0.024884555409084755
77,Latene,3,16.5,11.75,18.6,8,0.027171634860898127
77,Latene,4,16,14,15.6,8,0.019113449704440302
77,Latene,6,15.5,13.25,15.2,8,0.018145839167134643
77,Latene,2,16.25,14,17.7,8,0.024605739061078654
77,Latene,4,19.5,16,21.2,8,0.03529893505573491
77,Latene,7,18.75,14.5,25.2,8,0.049875924968391556
77,Latene,1,16,13,18.5,8,0.026880252142277666
77,Latene,2,19,16.5,18.7,8,0.02746458837584537
77,Latene,4,15,12.5,18.5,8,0.026880252142277666
77,Latene,7,18,14.25,20.4,8,0.0326851299679482
77,Latene,1,19.5,16,22.4,8,0.03940813824663036
77,Latene,4,19,15.5,19.5,8,0.029864765163187975
77,Latene,7,16.5,13.25,20,8,0.031415926535897934
78,64,1,13,8.25,15,8,0.017671458676442587
78,64,2,12,10.75,13.2,8,0.01368477759903714
78,64,4,19,14.25,22.3,8,0.03905706526759171
78,64,5,18.5,13,22.7,8,0.04047078196170711
78,64,7,16,13.25,23.5,8,0.04337361357362408
78,64,3,17.5,13.25,20.4,8,0.0326851299679482
78,64,5,14.5,9.25,15.5,8,0.018869190875623696
78,64,7,16,12.75,22.8,8,0.04082813812605295
78,64,4,12.75,6,14.5,8,0.01651299638543135
78,64,4,15,10.75,19.4,8,0.029559245277626354
78,64,3,16,12.5,17.5,8,0.02405281875404685
78,64,5,18.5,14,17.3,8,0.023506181632322234
78,64,7,18.75,13.5,20.8,8,0.03397946614122721
78,64,4,19.75,14.5,17,8,0.02269800692218626
78,64,6,18,13.25,24,8,0.04523893421169302
78,64,5,17,14.25,18.7,8,0.02746458837584537
79,Jimira,1,16,10.25,16.9,8,0.022431756944794518
79,Jimira,4,19.25,13,19.3,8,0.029255296188391556
79,Jimira,1,16.25,13.5,19,8,0.028352873698647883
79,Jimira,2,10.25,7,11,8,0.009503317777109124
79,Jimira,6,13.5,11.75,12.1,8,0.01149901451030204
79,Jimira,3,14.25,9,12.2,8,0.01168986626400762
79,Jimira,5,14,8.75,11.8,8,0.010935884027146072
79,Jimira,1,12,7,13.6,8,0.014526724430199206
79,Jimira,4,18.75,16,19.1,8,0.028652110398902312
79,Jimira,5,14.25,10.5,17.4,8,0.023778714795021142
79,Jimira,7,16,12.5,14.8,8,0.017203361371057713
79,Jimira,5,15,8.75,12.8,8,0.012867963509103792
79,Jimira,1,15.25,10.75,17.6,8,0.024328493509399363
79,Jimira,3,17.25,13,14.5,8,0.01651299638543135
79,Jimira,6,16.5,12.5,19,8,0.028352873698647883
80,Sangoue,2,16,12.75,21,8,0.03463605900582747
80,Sangoue,3,14.75,11,18.2,8,0.02601552876437708
80,Sangoue,5,16,13.5,19.7,8,0.030480517323291562
80,Sangoue,6,14,10.5,13.8,8,0.014957122623741007
80,Sangoue,4,16,12.5,14.7,8,0.016971668912855457
80,Sangoue,6,16.25,12,16.5,8,0.021382464998495533
80,Sangoue,7,17,13.5,17.8,8,0.024884555409084755
80,Sangoue,3,15,11.25,15.6,8,0.019113449704440302
80,Sangoue,4,18.5,14.75,18.4,8,0.026590440219984007
80,Sangoue,5,16,12.5,16.3,8,0.020867243803306804
80,Sangoue,2,18.5,13,17,8,0.02269800692218626
80,Sangoue,4,18.75,14.5,21,8,0.03463605900582747
80,Sangoue,7,18,14.25,19.9,8,0.031102552668702342
80,Sangoue,2,15.5,11,13.9,8,0.015174677915002103
80,Sangoue,4,11.5,6.5,9,8,0.0063617251235193305
80,Sangoue,7,17.5,13.25,17,8,0.02269800692218626
80,Sangoue,2,19.25,15.75,20,8,0.031415926535897934
80,Sangoue,5,14,10.5,13,8,0.013273228961416878
80,Sangoue,7,14.5,12,16.5,8,0.021382464998495533
80,Sangoue,1,16.5,12.5,17.5,8,0.02405281875404685
80,Sangoue,2,17,12.75,17.9,8,0.02516494255341764
80,Sangoue,5,16,12,18,8,0.025446900494077322
80,Sangoue,7,19.25,14.5,21.3,8,0.03563272927517883
81,Mtibwa,1,15.5,12.25,18.6,8,0.027171634860898127
81,Mtibwa,3,14,10,13.2,8,0.01368477759903714
81,Mtibwa,4,13,9.75,16.4,8,0.021124069002737764
81,Mtibwa,7,16,12.75,17.6,8,0.024328493509399363
81,Mtibwa,3,14.5,10.75,14.4,8,0.01628601631620949
81,Mtibwa,3,15.5,11,16,8,0.020106192982974676
81,Mtibwa,4,14.75,11.25,16.2,8,0.020611989400202632
81,Mtibwa,5,14,10,14.3,8,0.016060607043314423
81,Mtibwa,7,16.75,8.25,17.7,8,0.024605739061078654
81,Mtibwa,4,16,13,17.5,8,0.02405281875404685
81,Mtibwa,6,13,6.75,13,8,0.013273228961416878
81,Mtibwa,3,16,12.5,16.8,8,0.022167077763729583
81,Mtibwa,4,16.75,13,21.1,8,0.0349667116326178
81,Mtibwa,7,16,12.5,18.7,8,0.02746458837584537
81,Mtibwa,5,14,11.75,13.4,8,0.014102609421964583
81,Mtibwa,6,13.75,11,13.6,8,0.014526724430199206
81,Mtibwa,7,14,11.25,15.5,8,0.018869190875623696
81,Mtibwa,1,14,11,15.7,8,0.019359279329583704
81,Mtibwa,4,13,7.75,14.3,8,0.016060607043314423
81,Mtibwa,5,14.75,11,13.8,8,0.014957122623741007
81,Mtibwa,7,14.5,10.75,14,8,0.015393804002589988
82,Miro 2,5,9.25,5.5,10.4,8,0.008494866535306803
82,Miro 2,6,13,7.75,13.3,8,0.013892908112337465
82,Miro 2,3,16,12.5,18.3,8,0.026302199094017143
82,Miro 2,1,8.75,6,14.8,8,0.017203361371057713
82,Miro 2,6,8,5.5,11.7,8,0.010751315458747667
82,Miro 2,7,9,6,9.2,8,0.006647610054996002
82,Miro 2,1,8,5,8.9,8,0.006221138852271189
82,Miro 2,3,12.5,8.25,12.2,8,0.01168986626400762
82,Miro 2,5,14,10.25,13.3,8,0.013892908112337465
82,Miro 2,2,11.75,7.25,12,8,0.011309733552923255
82,Miro 2,3,13,8.25,13.4,8,0.014102609421964583
82,Miro 2,4,14,8.75,15.2,8,0.018145839167134643
83,Kihuhwi,2,16,11.75,19.7,8,0.030480517323291562
83,Kihuhwi,5,16.75,13,21.7,8,0.03698361411622244
83,Kihuhwi,6,12.75,7,14,8,0.015393804002589988
83,Kihuhwi,7,14,11.75,18.7,8,0.02746458837584537
83,Kihuhwi,1,18,12.5,18.7,8,0.02746458837584537
83,Kihuhwi,3,17.75,13.5,18.7,8,0.02746458837584537
83,Kihuhwi,4,16,12,19,8,0.028352873698647883
83,Kihuhwi,7,16,13.25,19.2,8,0.028952917895483533
83,Kihuhwi,6,16.5,13.25,16.3,8,0.020867243803306804
83,Kihuhwi,1,15.5,12,16,8,0.020106192982974676
83,Kihuhwi,3,13.25,8,12.3,8,0.011882288814039998
83,Kihuhwi,4,18.5,14,22.5,8,0.03976078202199582
83,Kihuhwi,6,18.75,14.25,20.6,8,0.03332915646193412
83,Kihuhwi,2,18.5,13.75,18.3,8,0.026302199094017143
83,Kihuhwi,5,17.25,13.75,21.3,8,0.03563272927517883
83,Kihuhwi,7,12,5.75,11.2,8,0.00985203456165759
83,Kihuhwi,1,15.5,11.75,17.3,8,0.023506181632322234
83,Kihuhwi,7,17,12.5,20.3,8,0.03236547291544545
83,Kihuhwi,1,16.75,13,17.4,8,0.023778714795021142
83,Kihuhwi,5,16.5,12.75,14.8,8,0.017203361371057713
83,Kihuhwi,6,16,14.25,16.4,8,0.021124069002737764
83,Kihuhwi,7,15.75,13.25,24.2,8,0.04599605804120816
84,Bamoro,2,13,9.25,14.3,8,0.016060607043314423
84,Bamoro,4,16,11.75,14.6,8,0.016741547250980007
84,Bamoro,6,15.5,12,14.7,8,0.016971668912855457
84,Bamoro,5,15,10,14.6,8,0.016741547250980007
84,Bamoro,6,14,9.75,14.5,8,0.01651299638543135
84,Bamoro,1,13.5,10,15.7,8,0.019359279329583704
84,Bamoro,5,19.75,16,21.7,8,0.03698361411622244
84,Bamoro,2,13,7.75,11.7,8,0.010751315458747667
84,Bamoro,3,19.5,16,21,8,0.03463605900582747
84,Bamoro,4,13.25,9.75,12.9,8,0.013069810837096936
84,Bamoro,5,15.75,12,17,8,0.02269800692218626
84,Bamoro,1,15,13.25,14.7,8,0.016971668912855457
84,Bamoro,4,14.75,12,13.3,8,0.013892908112337465
84,Bamoro,5,15.5,12.25,17.2,8,0.023235219265950107
84,Bamoro,7,16,14.25,21.6,8,0.03664353671147135
84,Bamoro,2,16.5,12.75,22.5,8,0.03976078202199582
84,Bamoro,4,14.5,11.75,20.7,8,0.03365352590341726
84,Bamoro,6,15.5,11.25,17.8,8,0.024884555409084755
84,Bamoro,7,18,13.25,21.7,8,0.03698361411622244
85,Goaso,1,16,12.5,17,8,0.02269800692218626
85,Goaso,2,14.75,10.25,16.4,8,0.021124069002737764
85,Goaso,2,16.5,12.25,22.2,8,0.03870756308487984
85,Goaso,5,13,7,10.7,8,0.008992023572737385
85,Goaso,6,16,14.25,18.1,8,0.025730429231063806
85,Goaso,3,16.5,11,18.2,8,0.02601552876437708
85,Goaso,4,14,10.25,12.3,8,0.011882288814039998
85,Goaso,7,13.25,8,10.5,8,0.008659014751456867
85,Goaso,1,10.25,5,7.2,8,0.004071504079052372
85,Goaso,2,14.4,10.25,14.7,8,0.016971668912855457
85,Goaso,4,10,7.25,12,8,0.011309733552923255
85,Goaso,6,14,9.5,12.7,8,0.012667686977437444
85,Goaso,7,12.75,9,11.9,8,0.011122023391871266
85,Goaso,1,16,12.25,12.3,8,0.011882288814039998
85,Goaso,2,16.5,13.25,15.7,8,0.019359279329583704
85,Goaso,4,14,11,15,8,0.017671458676442587
85,Goaso,2,14,11.25,13.2,8,0.01368477759903714
85,Goaso,3,8,4.25,7.1,8,0.003959192141686536
85,Goaso,7,14,11.25,14.7,8,0.016971668912855457
85,Goaso,2,14,11.25,15.2,8,0.018145839167134643
86,Miro 1,1,12.2,9,12.8,8,0.012867963509103792
86,Miro 1,2,12.7,8.3,11.5,8,0.010386890710931254
86,Miro 1,2,12.2,8,11.6,8,0.010568317686676062
86,Miro 1,6,16,9.7,24.6,8,0.04752915525615999
86,Miro 1,7,15.5,10,14.4,8,0.01628601631620949
87,Mtibwa,2,13.8,7,12.6,8,0.012468981242097889
87,Mtibwa,4,16,9,15.2,8,0.018145839167134643
87,Mtibwa,6,15.5,9.4,13.8,8,0.014957122623741007
87,Mtibwa,7,13,7.3,14.3,8,0.016060607043314423
87,Mtibwa,3,16.8,10.4,17,8,0.02269800692218626
87,Mtibwa,7,14.9,9.5,18.5,8,0.026880252142277666
87,Mtibwa,5,18,11.4,19.3,8,0.029255296188391556
87,Mtibwa,7,18,11.5,21.3,8,0.03563272927517883
87,Mtibwa,4,14.2,9.9,12.9,8,0.013069810837096936
87,Mtibwa,7,15.9,10,16.2,8,0.020611989400202632
87,Mtibwa,7,17.1,10.5,19.4,8,0.029559245277626354
87,Mtibwa,1,14.8,8.1,14.6,8,0.016741547250980007
87,Mtibwa,5,16,8.1,15.7,8,0.019359279329583704
87,Mtibwa,6,17.2,9.1,18,8,0.025446900494077322
88,Sangoue,4,17,7.9,16.2,8,0.020611989400202632
88,Sangoue,7,15,8.8,14.5,8,0.01651299638543135
